,Name,Brand,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Price
5002,Honda City i DTEC V,Honda,56002,Diesel,Manual,First,1498,6.1
5003,Renault KWID RXT,Renault,8554,Petrol,Manual,First,799,3.2
5004,Toyota Etios Cross 1.4L VD,Toyota,62322,Diesel,Manual,First,1364,4.9
5005,Maruti Alto K10 VXI,Maruti,37929,Petrol,Manual,First,998,3.69
5006,Tata Tiago 1.2 Revotron XM Option,Tata,5400,Petrol,Manual,First,1199,3.98
5007,Hyundai i20 1.4 CRDi Magna,Hyundai,60000,Diesel,Manual,First,1396,2.95
5008,Audi A4 2.0 TDI,Audi,55730,Diesel,Automatic,First,1968,15.21
5009,Maruti Swift VDI,Maruti,62000,Diesel,Manual,First,1248,6.3
5010,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,14576,Petrol,Manual,First,1198,6.69
5011,Honda BRV i-VTEC V CVT,Honda,17000,Petrol,Automatic,First,1497,9.5
5012,Hyundai i20 Asta,Hyundai,28000,Petrol,Manual,First,1197,2.65
5013,Hyundai Santa Fe 4X4,Hyundai,58200,Diesel,Manual,First,2199,7.5
5014,Honda City 1.5 GXI,Honda,53000,Petrol,Manual,Second,1496,1.85
5015,Maruti Celerio ZXI Optional AMT,Maruti,12278,Petrol,Automatic,First,998,5.63
5016,Hyundai Creta 1.6 SX,Hyundai,17665,Petrol,Manual,First,1591,11.78
5017,Tata Indica V2 DL BSIII,Tata,200000,Diesel,Manual,Second,1396,0.85
5018,Volkswagen Vento Petrol Highline,Volkswagen,55893,Petrol,Manual,First,1598,3.35
5019,Maruti Celerio VXI,Maruti,60586,Petrol,Manual,First,998,4.11
5020,Mercedes-Benz CLA 200 D Sport Edition,Mercedes-Benz,13500,Diesel,Automatic,First,2143,25.51
5021,Maruti Alto 800 LXI,Maruti,30000,Petrol,Manual,First,796,3.1
5022,Tata Zest Revotron 1.2T XE,Tata,65000,Petrol,Manual,First,1193,4.8
5023,Volkswagen Vento 1.6 Comfortline,Volkswagen,38000,Petrol,Manual,First,1598,3.49
5024,Maruti Ertiga ZXI,Maruti,25000,Petrol,Manual,Second,1373,5.15
5025,Mercedes-Benz M-Class ML 350 CDI Corporate,Mercedes-Benz,100000,Diesel,Automatic,First,2987,14.41
5026,Volkswagen Polo 1.2 MPI Highline,Volkswagen,13710,Petrol,Manual,First,1199,4.75
5027,Toyota Fortuner 4x2 AT,Toyota,100000,Diesel,Automatic,First,2982,19.0
5028,Maruti Celerio VXI,Maruti,17000,Petrol,Manual,First,998,4.9
5029,BMW 3 Series 320d Corporate Edition,BMW,89000,Diesel,Automatic,Second,1995,6.3
5030,Honda City ZX VTEC,Honda,100173,Petrol,Manual,Second,1497,2.4
5031,Mitsubishi Cedia Sports,Mitsubishi,97000,Petrol,Manual,First,1999,3.0
5032,Renault Pulse Petrol RxL,Renault,40190,Petrol,Manual,First,1198,4.25
5033,Volkswagen Polo 1.5 TDI Highline,Volkswagen,29647,Diesel,Manual,First,1498,6.3
5034,Maruti Baleno RS Petrol,Maruti,43639,Petrol,Manual,First,998,8.15
5035,Hyundai i10 Magna,Hyundai,37333,Petrol,Manual,First,1197,3.22
5036,Hyundai i20 1.2 Spotz,Hyundai,48407,Petrol,Manual,First,1197,7.65
5037,Hyundai i10 Sportz 1.2,Hyundai,72400,Petrol,Manual,Second,1197,2.3
5038,Mini Cooper S Carbon Edition,Mini,18000,Petrol,Automatic,First,1598,22.0
5039,Honda Brio V MT,Honda,65167,Petrol,Manual,First,1198,3.28
5040,Maruti Ciaz ZXi Option,Maruti,25418,Petrol,Manual,First,1373,7.09
5041,Maruti Swift Dzire ZDi,Maruti,38995,Diesel,Manual,First,1248,6.46
5042,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,60000,Diesel,Manual,First,1199,4.0
5043,BMW X1 sDrive20d,BMW,72000,Diesel,Automatic,First,1995,11.0
5044,Ford Figo 1.5D Trend MT,Ford,4311,Diesel,Manual,First,1498,4.8
5045,BMW 3 Series Luxury Line,BMW,21000,Diesel,Automatic,First,1995,35.0
5046,Mercedes-Benz M-Class ML 350 CDI Corporate,Mercedes-Benz,54000,Diesel,Automatic,First,2987,21.99
5047,Maruti Wagon R LX BSIII,Maruti,50000,Petrol,Manual,Second,1061,1.1
5048,Maruti Baleno Zeta 1.2,Maruti,13000,Petrol,Manual,First,1197,6.6
5049,Maruti Dzire VXI,Maruti,74000,Petrol,Manual,First,1197,4.5
5050,Chevrolet Aveo U-VA 1.2 LT,Chevrolet,75000,Petrol,Manual,Second,1150,1.0
5051,Volkswagen Polo 1.5 TDI Highline,Volkswagen,25000,Diesel,Manual,First,1498,6.9
5052,Land Rover Freelander 2 TD4 SE,Land,139000,Diesel,Automatic,First,2179,16.75
5053,Audi Q5 30 TDI quattro Premium,Audi,52000,Diesel,Automatic,First,1968,25.49
5054,Audi A6 35 TDI Matrix,Audi,20000,Diesel,Automatic,First,1968,35.5
5055,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,32663,Diesel,Manual,First,1186,6.28
5056,Mahindra Scorpio SLE BSIV,Mahindra,76777,Diesel,Manual,Second,2179,4.88
5057,Tata Bolt Quadrajet XE,Tata,100303,Diesel,Manual,First,1248,3.7
5058,Hyundai EON Era Plus,Hyundai,43993,Petrol,Manual,First,814,3.45
5059,Mahindra Scorpio S8 8 Seater,Mahindra,72118,Diesel,Manual,First,2179,10.23
5060,Honda Accord 2001-2003 2.0 AT,Honda,83000,Petrol,Automatic,Second,2354,6.5
5061,Volkswagen Polo 1.2 MPI Highline,Volkswagen,7523,Petrol,Manual,First,1199,6.15
5062,Maruti Eeco 7 Seater Standard,Maruti,34670,Petrol,Manual,First,1196,2.9
5063,Hyundai Grand i10 CRDi Sportz,Hyundai,30000,Diesel,Manual,First,1120,5.5
5064,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,59261,Diesel,Manual,First,1186,4.25
5065,Maruti Swift VDI,Maruti,65210,Diesel,Manual,First,1248,5.48
5066,Hyundai i20 1.2 Asta Option,Hyundai,19000,Petrol,Manual,First,1197,7.25
5067,Maruti Swift Dzire VXi,Maruti,50000,Petrol,Manual,First,1298,3.0
5068,BMW 3 Series 320d Luxury Line,BMW,47000,Diesel,Automatic,First,1995,29.5
5069,Honda City ZX GXi,Honda,75000,Petrol,Manual,Second,1497,1.49
5070,Hyundai i10 Sportz 1.2 AT,Hyundai,54534,Petrol,Automatic,First,1197,3.65
5071,Ford Ecosport Signature Edition Diesel,Ford,13000,Diesel,Manual,First,1498,10.9
5072,Maruti Celerio ZXI MT,Maruti,48808,Petrol,Manual,First,998,4.3
5073,Maruti Ertiga VDI,Maruti,63001,Diesel,Manual,Second,1248,6.11
5074,Toyota Innova 2.5 V Diesel 8-seater,Toyota,64771,Diesel,Manual,First,2494,15.5
5075,Honda City i VTEC SV,Honda,34634,Petrol,Manual,First,1497,6.9
5076,Maruti Swift Dzire VXI,Maruti,69242,Petrol,Manual,First,1197,4.69
5077,Maruti Ritz LXi,Maruti,33292,Petrol,Manual,First,1197,3.19
5078,Hyundai i20 Sportz AT 1.4,Hyundai,55000,Petrol,Automatic,Second,1396,3.75
5079,Hyundai i20 Active SX Dual Tone Petrol,Hyundai,1000,Petrol,Manual,First,1197,8.6
5080,Honda City 1.5 E MT,Honda,80000,Petrol,Manual,Second,1497,3.85
5081,Honda Amaze VX i-VTEC,Honda,16573,Petrol,Manual,First,1198,9.31
5082,Honda Civic 2006-2010 1.8 S AT,Honda,152633,Petrol,Automatic,First,1799,3.0
5083,Hyundai i20 Magna 1.2,Hyundai,53000,Petrol,Manual,First,1197,5.5
5084,Hyundai Creta 1.6 CRDi SX,Hyundai,50129,Diesel,Manual,First,1582,13.3
5085,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,63716,Diesel,Automatic,First,1968,23.0
5086,Maruti Alto 800 2016-2019 LXI,Maruti,11000,Petrol,Manual,First,796,3.35
5087,BMW X1 sDrive 20d Exclusive,BMW,115000,Diesel,Automatic,Third,1995,10.0
5088,Hyundai i10 Magna,Hyundai,63265,Petrol,Manual,First,1197,2.95
5089,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,20000,Diesel,Manual,First,1498,6.75
5090,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,79000,Petrol,Manual,Third,1198,2.44
5091,Maruti Ciaz VXi Plus,Maruti,41000,Petrol,Manual,First,1373,5.85
5092,Volkswagen Polo GT TSI,Volkswagen,26323,Petrol,Automatic,First,1197,7.4
5093,Hyundai Xcent 1.1 CRDi Base,Hyundai,76000,Diesel,Manual,First,1120,3.8
5094,Honda Civic 2006-2010 1.8 S MT,Honda,69972,Petrol,Manual,First,1799,3.8
5095,Honda City ZX GXi,Honda,69000,Petrol,Manual,First,1497,2.7
5096,Mahindra Bolero ZLX,Mahindra,65000,Diesel,Manual,First,2523,7.21
5097,Honda City i VTEC V,Honda,29512,Petrol,Manual,First,1497,7.9
5098,Hyundai Xcent 1.2 CRDi S,Hyundai,51000,Diesel,Manual,First,1186,4.2
5099,Renault Duster 110PS Diesel RxL,Renault,58003,Diesel,Manual,First,1461,5.75
5100,Maruti A-Star AT VXI,Maruti,56500,Petrol,Automatic,First,998,3.45
5101,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,29063,Diesel,Automatic,First,1968,25.75
5102,Mahindra XUV500 W8 2WD,Mahindra,46811,Diesel,Manual,First,2179,16.59
5103,Renault Pulse Petrol RxZ,Renault,31897,Petrol,Manual,First,1198,4.69
5104,BMW 3 Series 320d,BMW,52100,Diesel,Automatic,Second,1995,7.5
5105,Toyota Innova Crysta 2.4 GX MT,Toyota,73000,Diesel,Manual,First,2393,16.5
5106,Honda City 1.5 S MT,Honda,31423,Petrol,Manual,First,1497,1.99
5107,Maruti Swift VDI,Maruti,75180,Diesel,Manual,First,1248,5.25
5108,Renault Duster 110PS Diesel RxZ Plus,Renault,75000,Diesel,Manual,Second,1461,5.4
5109,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,15000,Petrol,Manual,First,1198,3.9
5110,Hyundai i20 Active 1.2 S,Hyundai,12000,Petrol,Manual,First,1197,5.8
5111,BMW 5 Series 2013-2017 520d Luxury Line,BMW,32000,Diesel,Automatic,First,1995,30.5
5112,Maruti Swift Dzire LDI,Maruti,44504,Diesel,Manual,First,1248,5.6
5113,Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,66000,Diesel,Automatic,First,2987,23.0
5114,Maruti Swift LDI,Maruti,39437,Diesel,Manual,First,1248,5.15
5115,Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,36931,Diesel,Automatic,First,1582,9.48
5116,Tata Nano XTA,Tata,17800,Petrol,Automatic,Second,624,2.38
5117,Maruti Swift Dzire LXi,Maruti,71346,Petrol,Manual,First,1298,3.8
5118,Hyundai i20 Asta Option 1.2,Hyundai,45000,Petrol,Manual,Second,1197,5.5
5119,Hyundai i20 1.2 Sportz,Hyundai,85155,Petrol,Manual,First,1197,3.55
5120,Maruti Ciaz ZXi,Maruti,48823,Petrol,Manual,First,1373,6.35
5121,Land Rover Range Rover 2.2L Prestige,Land,37000,Diesel,Automatic,First,2179,36.0
5122,Tata Indigo LX BSII,Tata,92000,Diesel,Manual,Second,1405,1.1
5123,Tata Zest Revotron 1.2T XM,Tata,36000,Petrol,Manual,First,1193,3.7
5124,Mahindra XUV500 W10 1.99 mHawk,Mahindra,24569,Diesel,Manual,First,1997,13.5
5125,Honda Accord 2.4 AT,Honda,95000,Petrol,Automatic,Third,2354,2.85
5126,Tata Nano Twist XT,Tata,25811,Petrol,Manual,Second,624,2.13
5127,Hyundai Elantra CRDi S,Hyundai,65000,Diesel,Manual,First,1582,7.75
5128,Tata Indica V2 eLS,Tata,100400,Diesel,Manual,First,1396,2.85
5129,Honda Amaze S i-Dtech,Honda,76414,Diesel,Manual,First,1498,4.95
5130,Mahindra XUV500 W8 2WD,Mahindra,82103,Diesel,Manual,First,2179,6.2
5131,BMW X3 xDrive 20d Expedition,BMW,98000,Diesel,Automatic,First,1995,17.5
5132,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,45252,Petrol,Manual,First,1197,2.25
5133,Maruti Baleno Zeta 1.2,Maruti,10300,Petrol,Manual,First,1197,6.75
5134,Hyundai Verna 1.6 CRDi AT SX,Hyundai,42024,Diesel,Automatic,First,1582,9.73
5135,Maruti Ertiga VDI,Maruti,51236,Diesel,Manual,First,1248,8.49
5136,Mini Cooper S Carbon Edition,Mini,52000,Petrol,Automatic,First,1598,25.0
5137,Maruti Ritz ZDi,Maruti,42894,Diesel,Manual,First,1248,5.59
5138,Skoda Laura L n K 1.9 PD AT,Skoda,68000,Diesel,Automatic,First,1896,4.8
5139,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,69000,Diesel,Manual,First,1498,5.45
5140,Hyundai i20 2015-2017 Sportz 1.2,Hyundai,10000,Petrol,Manual,First,1197,6.5
5141,Honda Brio E MT,Honda,16000,Petrol,Manual,First,1198,4.35
5142,Honda Amaze S i-Dtech,Honda,46992,Diesel,Manual,First,1498,3.75
5143,BMW 5 Series 2003-2012 520d,BMW,170000,Diesel,Automatic,Third,1995,12.0
5144,Hyundai Grand i10 CRDi Magna,Hyundai,50000,Diesel,Manual,Second,1120,4.0
5145,Nissan Micra Diesel XV,Nissan,39010,Diesel,Manual,First,1461,2.6
5146,Hyundai Grand i10 Sportz,Hyundai,26946,Petrol,Manual,First,1197,4.45
5147,Hyundai EON Era,Hyundai,28700,Petrol,Manual,First,814,2.6
5148,Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,60000,Petrol,Automatic,First,1796,16.0
5149,Land Rover Range Rover 2.2L Pure,Land,38999,Diesel,Automatic,First,2179,32.5
5150,Mahindra Ssangyong Rexton RX7,Mahindra,39000,Diesel,Automatic,First,2696,13.85
5151,Maruti Ciaz 1.4 Delta,Maruti,7784,Petrol,Manual,First,1373,8.76
5152,Maruti Dzire AMT VXI,Maruti,42000,Petrol,Automatic,First,1197,5.5
5153,Renault Duster 110PS Diesel RxZ,Renault,57000,Diesel,Manual,First,1461,4.99
5154,Hyundai Verna 1.6 SX,Hyundai,85350,Diesel,Manual,Second,1582,5.7
5155,Toyota Corolla Altis 1.8 VL CVT,Toyota,82725,Petrol,Automatic,First,1798,11.99
5156,BMW 3 Series Sport,BMW,19000,Diesel,Automatic,Second,1995,29.99
5157,Ford EcoSport 1.5 Ti VCT MT Signature,Ford,13900,Petrol,Manual,First,1499,9.5
5158,Maruti Swift VDI BSIV,Maruti,108000,Diesel,Manual,First,1248,5.5
5159,Hyundai Santa Fe 4x4 AT,Hyundai,36000,Diesel,Automatic,First,2199,23.0
5160,Tata Indica V2 DLS,Tata,62188,Diesel,Manual,First,1396,2.95
5161,Hyundai Grand i10 CRDi Sportz,Hyundai,58397,Diesel,Manual,First,1120,4.9
5162,Maruti Wagon R VXI AMT,Maruti,30000,Petrol,Automatic,First,998,4.25
5163,Mahindra XUV500 W10 2WD,Mahindra,29907,Diesel,Manual,First,2179,16.36
5164,Audi A4 2.0 TDI,Audi,46000,Diesel,Automatic,First,1968,9.95
5165,Volkswagen Vento Diesel Highline,Volkswagen,65000,Diesel,Manual,First,1598,5.5
5166,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,22000,Diesel,Manual,First,1248,8.25
5167,Maruti Zen LX,Maruti,99024,Petrol,Manual,First,993,0.95
5168,Hyundai i10 Era,Hyundai,34952,Petrol,Manual,First,1086,4.01
5169,Honda WR-V Edge Edition i-VTEC S,Honda,13913,Petrol,Manual,First,1199,8.2
5170,Honda City i DTEC VX,Honda,71000,Diesel,Manual,Second,1498,6.2
5171,Toyota Fortuner 4x2 4 Speed AT,Toyota,97000,Diesel,Automatic,First,2982,16.75
5172,Mahindra XUV500 AT W10 FWD,Mahindra,21000,Diesel,Automatic,First,2179,16.5
5173,Ford Figo Diesel ZXI,Ford,110438,Diesel,Manual,First,1399,3.5
5174,Honda Jazz 1.2 V CVT i VTEC,Honda,66507,Petrol,Automatic,Second,1199,5.43
5175,Nissan Sunny XL CVT,Nissan,32000,Petrol,Automatic,First,1498,7.99
5176,Skoda Octavia Ambiente 1.9 TDI MT,Skoda,75378,Diesel,Manual,First,1896,3.59
5177,Chevrolet Beat Diesel LT,Chevrolet,82697,Diesel,Manual,First,936,1.9
5178,Toyota Camry W2 (AT),Toyota,135000,Petrol,Automatic,First,2362,4.7
5179,Renault Duster 110PS Diesel RxZ,Renault,149000,Diesel,Manual,First,1461,7.25
5180,Mercedes-Benz GLA Class 200 d Style,Mercedes-Benz,26212,Diesel,Automatic,First,2143,24.46
5181,Tata Zest Revotron 1.2T XMS,Tata,23500,Petrol,Manual,Second,1193,3.9
5182,Hyundai i20 1.2 Magna,Hyundai,56127,Petrol,Manual,First,1197,5.15
5183,Maruti Wagon R VXI AMT1.2,Maruti,26000,Petrol,Automatic,First,1197,3.65
5184,Hyundai Xcent 1.2 CRDi S,Hyundai,26000,Diesel,Manual,First,1186,5.0
5185,Honda City 1.5 S MT,Honda,42000,Petrol,Manual,First,1497,2.3
5186,Hyundai Accent GLE,Hyundai,130000,Petrol,Manual,Second,1495,0.75
5187,Hyundai Verna Xi (Petrol),Hyundai,137148,Petrol,Manual,Second,1599,1.85
5188,Ford Figo Petrol ZXI,Ford,114703,Petrol,Manual,First,1196,1.8
5189,Honda Amaze S i-Dtech,Honda,97439,Diesel,Manual,First,1498,4.41
5190,Maruti Wagon R LX BSII,Maruti,40000,Petrol,Manual,First,998,2.0
5191,Mercedes-Benz E-Class Facelift,Mercedes-Benz,28000,Diesel,Automatic,First,2987,31.75
5192,Audi A6 2011-2015 35 TDI Technology,Audi,37500,Diesel,Automatic,First,1968,32.0
5193,Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedes-Benz,37000,Diesel,Automatic,First,2987,21.0
5194,Maruti Swift Dzire LDi,Maruti,83000,Diesel,Manual,First,1248,2.75
5195,Toyota Corolla H2,Toyota,79012,Petrol,Manual,First,1794,2.64
5196,Mahindra Scorpio S10 7 Seater,Mahindra,27395,Diesel,Manual,First,2179,14.19
5197,Maruti Wagon R VXI,Maruti,35362,Petrol,Manual,First,998,3.85
5198,Toyota Fortuner 4x2 Manual,Toyota,117000,Diesel,Manual,First,2982,15.5
5199,Maruti Zen Estilo 1.1 LX BSIII,Maruti,23000,Petrol,Manual,First,1061,1.9
5200,Tata Nano CX,Tata,59508,Petrol,Manual,First,624,1.26
5201,Hyundai i20 Magna,Hyundai,69000,Petrol,Manual,Second,1197,2.4
5202,BMW 3 Series 320d,BMW,58000,Diesel,Automatic,First,1995,11.5
5203,Mahindra XUV500 W6 2WD,Mahindra,88511,Diesel,Manual,First,2179,8.25
5204,Volkswagen Vento IPL II Petrol Trendline,Volkswagen,66000,Petrol,Manual,First,1598,2.75
5205,Skoda Fabia 1.2 MPI Classic,Skoda,65000,Petrol,Manual,Second,1198,1.4
5206,Tata Nano Twist XT,Tata,30676,Petrol,Manual,First,624,2.9
5207,Ford Figo Diesel EXI,Ford,76000,Diesel,Manual,First,1399,2.4
5208,Volkswagen Vento IPL II Petrol Highline AT,Volkswagen,23627,Petrol,Automatic,First,1598,4.75
5209,Land Rover Range Rover HSE Dynamic,Land,52827,Diesel,Automatic,First,2179,44.76
5210,Honda City i DTEC SV,Honda,64465,Diesel,Manual,First,1498,6.22
5211,Renault KWID Climber 1.0 AMT,Renault,14000,Petrol,Automatic,First,999,4.5
5212,Hyundai Grand i10 Asta Option,Hyundai,26000,Petrol,Manual,First,1197,4.25
5213,Chevrolet Cruze LTZ AT,Chevrolet,78203,Diesel,Automatic,First,1991,5.5
5214,Hyundai i20 1.4 Asta,Hyundai,27000,Diesel,Manual,First,1396,6.95
5215,Maruti Alto K10 VXI AGS,Maruti,31919,Petrol,Automatic,First,998,4.56
5216,Hyundai Creta 1.6 SX Option Diesel,Hyundai,47392,Diesel,Manual,First,1582,13.82
5217,Honda Amaze VX i-Vtech,Honda,17362,Petrol,Manual,First,1198,5.65
5218,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,49716,Diesel,Manual,First,1396,6.2
5219,Maruti Celerio VXI,Maruti,48000,Petrol,Manual,First,998,3.25
5220,Audi A4 2.0 TDI,Audi,46000,Diesel,Automatic,First,1968,8.5
5221,Hyundai Verna 1.4 CRDi,Hyundai,79000,Diesel,Manual,First,1396,7.25
5222,Renault Fluence Diesel E4,Renault,57000,Diesel,Manual,First,1461,4.61
5223,Volkswagen Polo 1.2 MPI Highline,Volkswagen,29754,Petrol,Manual,First,1199,5.3
5224,Tata Indigo LX,Tata,50123,Diesel,Manual,First,1405,1.9
5225,Hyundai i10 Sportz,Hyundai,57184,Petrol,Manual,First,1197,3.09
5226,BMW 7 Series 730Ld Sedan,BMW,75000,Diesel,Automatic,Second,2993,9.5
5227,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,26000,Diesel,Automatic,First,1582,12.65
5228,Hyundai Grand i10 Magna,Hyundai,22129,Petrol,Manual,First,1197,4.25
5229,Maruti Ritz VDi,Maruti,127887,Diesel,Manual,First,1248,2.95
5230,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,92000,Diesel,Manual,First,2179,3.45
5231,Hyundai i10 Era,Hyundai,60634,Petrol,Manual,First,1086,3.3
5232,Tata Safari Storme 2012-2015 VX,Tata,90000,Diesel,Manual,First,2179,8.0
5233,Honda Civic 2006-2010 1.8 V MT,Honda,59000,Petrol,Manual,First,1799,2.71
5234,Maruti Zen Estilo LXI BSIII,Maruti,59293,Petrol,Manual,First,998,2.7
5235,Maruti Swift Dzire VDI,Maruti,80753,Diesel,Manual,Second,1248,4.5
5236,Toyota Fortuner 4x2 Manual,Toyota,40000,Diesel,Manual,Second,2982,18.75
5237,Maruti Swift VDI,Maruti,103000,Diesel,Manual,Second,1248,5.25
5238,Maruti Dzire LDI,Maruti,48000,Diesel,Manual,First,1248,6.0
5239,Hyundai Grand i10 Asta,Hyundai,41000,Petrol,Manual,First,1197,3.14
5240,Renault KWID RXL,Renault,26000,Petrol,Manual,First,799,2.55
5241,Tata Indigo CS eGLX BS IV,Tata,30000,Petrol,Manual,Second,1193,2.3
5242,Ford Figo Diesel Titanium,Ford,74624,Diesel,Manual,First,1399,5.65
5243,Porsche Cayenne 2009-2014 Diesel,Porsche,47877,Diesel,Automatic,First,2967,48.22
5244,Maruti Alto K10 VXI,Maruti,35000,Petrol,Manual,First,998,3.0
5245,Volkswagen Vento 1.5 TDI Highline,Volkswagen,52123,Diesel,Manual,First,1498,7.5
5246,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,90000,Diesel,Manual,First,2179,2.6
5247,BMW X3 xDrive 20d Luxury Line,BMW,1400,Diesel,Automatic,First,1995,61.25
5248,Honda City 1.5 V MT,Honda,122000,Petrol,Manual,Second,1497,3.5
5249,Mini Cooper 3 DOOR S,Mini,21110,Petrol,Automatic,First,1998,28.95
5250,Mitsubishi Pajero Sport 4X4 AT,Mitsubishi,78000,Diesel,Automatic,First,2477,15.0
5251,Maruti Swift Dzire VDi,Maruti,72000,Diesel,Manual,First,1248,4.25
5252,Maruti Ertiga VDI,Maruti,43486,Diesel,Manual,First,1248,6.6
5253,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,199000,Diesel,Manual,Second,2494,5.2
5254,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Mercedes-Benz,34000,Petrol,Manual,First,1796,10.0
5255,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,37944,Diesel,Automatic,First,2143,35.0
5256,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,30000,Diesel,Manual,First,1498,8.75
5257,Toyota Etios Liva 1.2 G,Toyota,64005,Petrol,Manual,First,1197,4.57
5258,Hyundai i10 Magna 1.2,Hyundai,62000,Petrol,Manual,First,1197,2.5
5259,Land Rover Freelander 2 SE,Land,59885,Diesel,Automatic,First,2179,20.11
5260,Toyota Innova 2.5 V Diesel 8-seater,Toyota,144471,Diesel,Manual,First,2494,7.8
5261,Hyundai i20 1.2 Magna,Hyundai,63991,Petrol,Manual,First,1197,3.61
5262,Nissan Micra XV CVT,Nissan,34895,Petrol,Automatic,First,1198,4.6
5263,BMW X6 xDrive 40d M Sport,BMW,97003,Diesel,Automatic,First,2993,85.0
5264,Honda City 1.5 V AT,Honda,45000,Petrol,Automatic,First,1497,5.25
5265,Honda Amaze E i-Dtech,Honda,45000,Diesel,Manual,Second,1498,3.3
5266,Toyota Fortuner 3.0 Diesel,Toyota,100000,Diesel,Manual,Second,2982,17.75
5267,Land Rover Discovery Sport SD4 HSE Luxury,Land,70000,Diesel,Automatic,First,2179,35.0
5268,Hyundai Creta 1.6 CRDi SX,Hyundai,37023,Diesel,Manual,First,1582,13.39
5269,Chevrolet Beat Diesel LT,Chevrolet,81000,Diesel,Manual,First,936,2.5
5270,Toyota Innova Crysta 2.8 GX AT,Toyota,20789,Diesel,Automatic,First,2755,18.36
5271,Maruti Swift Dzire VDI,Maruti,68310,Diesel,Manual,First,1248,5.95
5272,Hyundai Creta 1.6 CRDi SX Option,Hyundai,47250,Diesel,Manual,Second,1582,11.0
5273,Land Rover Range Rover Sport SE,Land,47000,Diesel,Automatic,Second,2993,64.75
5274,Honda Amaze VX i-DTEC,Honda,128000,Diesel,Manual,First,1498,6.3
5275,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,17702,Petrol,Manual,First,1591,11.94
5276,Volkswagen Vento Sport 1.2 TSI AT,Volkswagen,34987,Petrol,Automatic,First,1197,5.95
5277,Honda City i DTec VX,Honda,37000,Diesel,Manual,First,1498,11.0
5278,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,38271,Petrol,Manual,First,1591,12.53
5279,Ford Figo Diesel Titanium,Ford,32510,Diesel,Manual,Second,1399,3.75
5280,BMW 5 Series 2013-2017 530d M Sport,BMW,88000,Diesel,Automatic,First,2993,27.0
5281,Mitsubishi Pajero 2.8 SFX 7Str,Mitsubishi,116000,Diesel,Manual,First,2835,9.95
5282,Renault Duster 85PS Diesel RxL Option,Renault,156000,Diesel,Manual,First,1461,4.2
5283,Maruti Ritz VXI,Maruti,75319,Petrol,Manual,Second,1197,2.0
5284,Hyundai Grand i10 Sportz,Hyundai,28000,Petrol,Manual,First,1197,3.25
5285,Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,16500,Diesel,Automatic,First,2143,34.0
5286,BMW 5 Series 520d Luxury Line,BMW,75637,Diesel,Automatic,First,1995,30.37
5287,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,32854,Petrol,Automatic,First,1591,12.6
5288,Renault KWID RXT Optional,Renault,6568,Petrol,Manual,First,799,5.09
5289,Audi A4 3.0 TDI Quattro,Audi,30000,Diesel,Automatic,First,2967,24.5
5290,Maruti Ciaz VDI SHVS,Maruti,17804,Diesel,Manual,Second,1248,7.97
5291,Honda Jazz S,Honda,69768,Petrol,Manual,First,1198,2.9
5292,BMW 3 Series 320d Luxury Line,BMW,62404,Diesel,Automatic,First,1995,21.33
5293,Hyundai Verna SX CRDi AT,Hyundai,97000,Diesel,Automatic,Second,1582,6.5
5294,Hyundai Creta 1.4 CRDi S Plus,Hyundai,55687,Diesel,Manual,First,1396,12.15
5295,Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,17000,Petrol,Manual,First,1598,4.25
5296,BMW 3 Series Luxury Line,BMW,34232,Diesel,Automatic,First,1995,35.84
5297,Honda CR-V Petrol 2WD,Honda,135000,Petrol,Automatic,Third,1997,3.0
